8,普通,程式語言,請問下列何種語言不會自動強制進行邊界檢查？,"A. C#
B. Java
C. Python
D. C",D,https://zh.m.wikipedia.org/wiki/缓冲区溢出,,,「…因駭客在Unix的核心發現通過緩衝區溢位可以獲得系統的最高等級權限，而成為攻擊手段之一。也有人發現相同的問題也會出現在Windows作業系統上，以致其成為駭客最為常用的攻擊手段，蠕蟲病毒利用作業系統高危漏洞進行的破壞與大規模傳播均是利用此技術。比較知名的蠕蟲病毒衝擊波蠕蟲，就基於Windows作業系統的緩衝區溢位漏洞。」（擷取自 緩衝區溢位 維基百科）在處理字串，使用陣列時，若是沒有邊界檢查的機制，則很有可能會埋下很大的資安隱患。請問下列何種語言不會自動強制進行邊界檢查？
9,普通,其他（請直接填寫類別）,"下列何者為net use \target\ipc$ """" /u:""""命令的用途?","A. 用來進行null session的連結
B. 用來刪除ipc連線
C. 用來檢視有多少使用者
D. 用來連線到u槽",A,,,,
10,普通,資安知識,下列何者為Smurf攻擊?,"A. 不斷的發送大量且偽造的來源位址TCP封包
B. 不斷的發送大量且偽造的來源位址ICMP封包
C. 不斷的發送大量的TCP連線
D. 不斷的地發送大量且偽造的目的位址UDP封包",B,,,,
11,普通,IoT,針對無線通訊安全標準WPA(Wi-Fi Protected Access)敘述何者有誤?,"A. 是802.11i標準技術的其中一部份
B. 一種有線網路加密的標準
C. 為IEEE所發布之標準
D. 透過Pre-shared key方式加密",A,,,,
12,普通,Pwn,下列何者是 gets() 函數造成 Buffer Overflow 的原因?,"A. 函數會在讀入的字串後面 Padding 其他字元
B. 函數會把之前過的字串疊加
C. 函數沒有限制使用者輸入的字元數
D. 函數會從環境變數中額外取得字串",C,,,,
13,普通,Pwn,下列何者是 Heap 的攻擊 House of Orange 名稱的由來?,"A. 攻擊的原理像是在剝橘子一般一片一片攻擊程式的記憶體區段
B. 此攻擊為著名駭客 Orange 所發明
C. House of Orange 原本是 HITCON CTF 題目，當時出題者們以隊員的名字當作題目名稱
D. 出題者出題當時很想吃橘子",C,,,,
14,普通,時事,Windows 11 正式版本於 2021 年幾月發行?,"A. 7 月
B. 8 月
C. 9 月
D. 10 月",D,,,,
15,普通,Pwn,在 x64 有漏洞的程式中寫入 Shellcode 之後，要控制哪個暫存器以執行 Shellcode?,"A. RAX
B. RCX
C. RIP
D. RDI",C,,,,
1,難,時事,六、七月份微軟公布的一遠端程式碼執行（RCE）漏洞  PrintNightmare。攻擊者可利用此弱點以 SYSTEM 權限執行任意程式碼。請問是何者服務發生問題？,"A:Windows Print Spooler
B:Visual Studio Code
C:Windows DNS Server
D:Microsoft Exchange Server",A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,,,
2,難,Pwn,在 2.23 與 2.27 版本的 libc 利用 double free 漏洞有什麼差別?,"A. 2.23 版本的 libc 中，fastbin 不需要注意前後相鄰的 chunk 是不是同一塊
B. 2.27 版本的 libc 中，fastbin 不需要注意前後相鄰的 chunk 是不是同一塊
C. 2.23 版本的 libc 中，Tcache 不需要注意前後相鄰的 chunk 是不是同一塊
D. 2.27 版本的 libc 中，Tcache 不需要注意前後相鄰的 chunk 是不是同一塊",D,,,,
3,難,Pwn,下列有關 unlink 機制的敘述何者正確?,"A. 要滿足檢查機制 P->bk->fd = P
B. 要滿足檢查機制 P->fd->bk = P
C. 在 unlink 之後會發生 P->bk->fd = P->fd
D. 以上皆是",D,,,,
4,難,Pwn,Windows Shellcode 與 Linux Shellcode 差別為何?,"A. Windows Shellcode 不能用在程式漏洞拿 shell (cmd)
B. Windows Shellcode 無法直接呼叫 system call
C. ",,,,,
